val_min,val_max,val_avg,val_sum,time_first,time_last,counter_trx,type_trx
39243,1040,210000000000000000,210000000000000000,210000000000000000,210000000000000000,2021-08-25 15:35:34+00:00,2021-08-25 15:35:34+00:00,1,"<Function transfer(address,uint256)>"
39244,39245,150000000000000000,150000000000000000,150000000000000000,150000000000000000,2021-08-24 08:50:30+00:00,2021-08-24 08:50:30+00:00,1,"<Function transfer(address,uint256)>"
39246,30,788603000000000000,788603000000000000,788603000000000000,788603000000000000,2021-10-06 20:30:10+00:00,2021-10-06 20:30:10+00:00,1,"<Function transfer(address,uint256)>"
39247,39248,0,0,0,0,2021-09-17 17:46:22+00:00,2021-09-17 17:46:22+00:00,1,"<Function transfer(address,uint256)>"
39249,1040,980000000000000000,980000000000000000,980000000000000000,980000000000000000,2021-09-22 11:25:59+00:00,2021-09-22 11:25:59+00:00,1,"<Function transfer(address,uint256)>"
39250,2611,149254498763061570,149254498763061570,149254498763061570,149254498763061570,2021-10-05 01:00:24+00:00,2021-10-05 01:00:24+00:00,1,"<Function transfer(address,uint256)>"
39251,39252,20211053600372611837,351199999999999999998,1.382178643784206e+20,2.48792155881157e+21,2018-02-15 09:06:12+00:00,2018-12-18 21:42:53+00:00,18,"<Function transferFrom(address,address,uint256)>"
39253,39254,999810000000000,5961360000000000,3480585000000000.0,6961170000000000.0,2019-01-17 12:07:52+00:00,2019-02-27 03:21:35+00:00,2,"<Function transfer(address,uint256)>"
39255,39256,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,2019-03-28 03:36:14+00:00,2019-03-28 03:36:14+00:00,1,"<Function transfer(address,uint256)>"
39257,1040,45000000000000000,45000000000000000,45000000000000000,45000000000000000,2021-09-18 22:50:15+00:00,2021-09-18 22:50:15+00:00,1,"<Function transfer(address,uint256)>"
39258,39259,12559000000000000000,12559000000000000000,12559000000000000000,12559000000000000000,2021-08-10 11:57:54+00:00,2021-08-10 11:57:54+00:00,1,"<Function transfer(address,uint256)>"
39260,1040,11043688270690627258,11043688270690627258,11043688270690627258,11043688270690627258,2021-08-24 00:14:10+00:00,2021-08-24 00:14:10+00:00,1,"<Function transfer(address,uint256)>"
39261,1040,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,2021-08-24 22:51:46+00:00,2021-08-24 22:51:46+00:00,1,"<Function transfer(address,uint256)>"
39262,39263,3000000000000000000,3000000000000000000,3000000000000000000,3000000000000000000,2021-09-28 16:12:24+00:00,2021-09-28 16:12:24+00:00,1,"<Function transfer(address,uint256)>"
39264,1040,55292066759417935,55292066759417935,55292066759417935,55292066759417935,2021-08-21 06:36:21+00:00,2021-08-21 06:36:21+00:00,1,"<Function transfer(address,uint256)>"
39265,2611,340000000000000000,340000000000000000,340000000000000000,340000000000000000,2021-09-17 12:50:08+00:00,2021-09-17 12:50:08+00:00,1,"<Function transfer(address,uint256)>"
39266,1040,1010000000000000000,1010000000000000000,1010000000000000000,1010000000000000000,2021-09-13 02:23:57+00:00,2021-09-13 02:23:57+00:00,1,"<Function transfer(address,uint256)>"
39267,1040,21000000000000000000,21000000000000000000,21000000000000000000,21000000000000000000,2021-08-22 06:19:55+00:00,2021-08-22 06:19:55+00:00,1,"<Function transfer(address,uint256)>"
39268,1040,5000000000000000000,5000000000000000000,5000000000000000000,5000000000000000000,2021-08-23 08:12:24+00:00,2021-08-23 08:12:24+00:00,1,"<Function transfer(address,uint256)>"
39269,39270,3129945000000000000,3129945000000000000,3129945000000000000,3129945000000000000,2021-08-31 01:43:44+00:00,2021-08-31 01:43:44+00:00,1,"<Function transfer(address,uint256)>"
39271,39272,20000000000000000,20000000000000000,20000000000000000,20000000000000000,2021-08-19 00:21:54+00:00,2021-08-19 00:21:54+00:00,1,"<Function transfer(address,uint256)>"
39273,1040,100000000000000000,100000000000000000,100000000000000000,100000000000000000,2021-08-25 00:24:19+00:00,2021-08-25 00:24:19+00:00,1,"<Function transfer(address,uint256)>"
39274,1040,100000000000000000,100000000000000000,100000000000000000,100000000000000000,2021-09-12 08:13:59+00:00,2021-09-12 08:13:59+00:00,1,"<Function transfer(address,uint256)>"
39275,1040,10000000000000000,10000000000000000,10000000000000000,10000000000000000,2021-09-18 13:02:26+00:00,2021-09-18 13:02:26+00:00,1,"<Function transfer(address,uint256)>"
39276,1040,300000000000000000,300000000000000000,300000000000000000,300000000000000000,2021-10-02 21:23:05+00:00,2021-10-02 21:23:05+00:00,1,"<Function transfer(address,uint256)>"
39277,39278,243750000000000000,243750000000000000,243750000000000000,243750000000000000,2021-09-28 09:10:59+00:00,2021-09-28 09:10:59+00:00,1,"<Function transfer(address,uint256)>"
39253,39279,6487360000000000,11485950000000000,8986655000000000.0,1.797331e+16,2019-04-11 10:19:33+00:00,2019-09-29 14:00:26+00:00,2,"<Function transfer(address,uint256)>"
39280,1040,1200000000000000000,1200000000000000000,1200000000000000000,1200000000000000000,2021-09-11 23:58:06+00:00,2021-09-11 23:58:06+00:00,1,"<Function transfer(address,uint256)>"
39281,1040,80000000000000000,80000000000000000,80000000000000000,80000000000000000,2021-09-25 17:10:10+00:00,2021-09-25 17:10:10+00:00,1,"<Function transfer(address,uint256)>"
39282,39283,1460695665000000,1460695665000000,1460695665000000,1460695665000000,2018-04-09 14:09:06+00:00,2018-04-09 14:09:06+00:00,1,"<Function transfer(address,uint256)>"
39284,30,112294694778150810,112294694778150810,112294694778150810,112294694778150810,2021-10-06 22:58:38+00:00,2021-10-06 22:58:38+00:00,1,"<Function transfer(address,uint256)>"
39285,1040,7600000000000000,7600000000000000,7600000000000000,7600000000000000,2021-09-28 00:50:58+00:00,2021-09-28 00:50:58+00:00,1,"<Function transfer(address,uint256)>"
39286,39287,13782881800000000000,13782881800000000000,13782881800000000000,13782881800000000000,2019-02-05 17:55:26+00:00,2019-02-05 17:55:26+00:00,1,"<Function transfer(address,uint256)>"
39253,39288,1234100000000000,1234100000000000,1234100000000000,1234100000000000,2018-10-22 14:11:29+00:00,2018-10-22 14:11:29+00:00,1,"<Function transfer(address,uint256)>"
39289,39290,415739768271847000,415739768271847000,415739768271847000,415739768271847000,2021-09-16 13:23:21+00:00,2021-09-16 13:23:21+00:00,1,"<Function transfer(address,uint256)>"
