val_min,val_max,val_avg,val_sum,time_first,time_last,counter_trx,type_trx
64236,64237,11045353660345879959,11045353660345879959,11045353660345879959,11045353660345879959,2017-10-03 16:16:32+00:00,2017-10-03 16:16:32+00:00,1,"<Function transfer(address,uint256)>"
64238,46871,35000000000000000000,35000000000000000000,35000000000000000000,35000000000000000000,2017-08-31 09:59:31+00:00,2017-08-31 09:59:31+00:00,1,"<Function transfer(address,uint256)>"
64239,64240,989500000000000000000,989500000000000000000,989500000000000000000,989500000000000000000,2017-07-10 13:29:17+00:00,2017-07-10 13:29:17+00:00,1,"<Function transfer(address,uint256)>"
64241,64242,958126564540000000000,958126564540000000000,958126564540000000000,958126564540000000000,2017-08-19 22:57:17+00:00,2017-08-19 22:57:17+00:00,1,"<Function transfer(address,uint256)>"
52316,307,1255698200000000000000,2040750000000000000000,1.6482240999999999e+21,3.2964481999999997e+21,2019-02-03 02:20:24+00:00,2019-03-17 14:54:07+00:00,2,"<Function transfer(address,uint256)>"
64243,3488,934000000000000000000,2551000000000000000000,1.6897142857142858e+21,1.1828000000000001e+22,2018-12-16 14:00:55+00:00,2019-11-21 15:14:55+00:00,7,"<Function transfer(address,uint256)>"
64244,45,39934240760000000000,39934240760000000000,39934240760000000000,39934240760000000000,2018-04-14 04:43:19+00:00,2018-04-14 04:43:19+00:00,1,"<Function transfer(address,uint256)>"
64245,64246,380728071473380824,380728071473380824,380728071473380824,380728071473380824,2017-12-03 11:52:45+00:00,2017-12-03 11:52:45+00:00,1,"<Function transfer(address,uint256)>"
64247,47772,18400000000000000000,18400000000000000000,18400000000000000000,18400000000000000000,2019-01-29 13:30:07+00:00,2019-01-29 13:30:07+00:00,1,"<Function transfer(address,uint256)>"
32254,32255,178450000000000000000,299978500000000000000,2.3921425e+20,4.784285e+20,2020-06-07 09:17:49+00:00,2020-11-29 07:30:27+00:00,2,"<Function transfer(address,uint256)>"
64248,64249,68396894070000000000,68396894070000000000,68396894070000000000,68396894070000000000,2017-12-31 20:00:04+00:00,2017-12-31 20:00:04+00:00,1,"<Function transfer(address,uint256)>"
64250,64251,63593800000000000000,63593800000000000000,63593800000000000000,63593800000000000000,2018-05-15 14:31:45+00:00,2018-05-15 14:31:45+00:00,1,"<Function transfer(address,uint256)>"
64252,64253,54205266750000000000,54205266750000000000,54205266750000000000,54205266750000000000,2017-11-19 18:38:59+00:00,2017-11-19 18:38:59+00:00,1,"<Function transfer(address,uint256)>"
64254,64255,530695200000000000000,530695200000000000000,530695200000000000000,530695200000000000000,2017-08-15 13:03:26+00:00,2017-08-15 13:03:26+00:00,1,"<Function transfer(address,uint256)>"
64256,64257,700000000000000000000,700000000000000000000,700000000000000000000,700000000000000000000,2017-10-29 19:50:27+00:00,2017-10-29 19:50:27+00:00,1,"<Function transfer(address,uint256)>"
26896,64258,1448761712050000000000,21521227736700000000000,7.550338194298334e+21,4.530202916579001e+22,2020-03-28 00:42:14+00:00,2020-11-24 01:33:17+00:00,6,"<Function transfer(address,uint256)>"
64259,64260,40000000000000000000,40000000000000000000,40000000000000000000,40000000000000000000,2017-11-22 14:54:54+00:00,2017-11-22 14:54:54+00:00,1,"<Function transfer(address,uint256)>"
64261,64262,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,2017-11-20 15:06:28+00:00,2017-11-20 15:06:28+00:00,1,"<Function transfer(address,uint256)>"
25890,64263,428310000000000000000,428310000000000000000,428310000000000000000,428310000000000000000,2018-03-29 09:36:13+00:00,2018-03-29 09:36:13+00:00,1,"<Function transfer(address,uint256)>"
29937,3488,1200000000000000000000,5323000000000000000000,2.8216799999999995e+21,2.8216799999999997e+22,2018-11-15 16:58:03+00:00,2019-12-24 18:34:29+00:00,10,"<Function transfer(address,uint256)>"
64264,3488,21861261740000000000,21861261740000000000,21861261740000000000,21861261740000000000,2017-12-11 04:40:55+00:00,2017-12-11 04:40:55+00:00,1,"<Function transfer(address,uint256)>"
64265,64266,21378809960000000000,21378809960000000000,21378809960000000000,21378809960000000000,2020-06-25 15:27:45+00:00,2020-06-25 15:27:45+00:00,1,"<Function transfer(address,uint256)>"
46510,3488,1386050000000000000000,4089240000000000000000,2.7768030000000003e+21,2.776803e+22,2019-03-15 05:21:56+00:00,2020-01-13 01:17:51+00:00,10,"<Function transfer(address,uint256)>"
395,30627,3572000000000000000000,3572000000000000000000,3572000000000000000000,3572000000000000000000,2020-02-06 04:06:10+00:00,2020-02-06 04:06:10+00:00,1,"<Function transfer(address,uint256)>"
64267,64268,3766314881387393796,3766314881387393796,3766314881387393796,3766314881387393796,2017-11-09 22:26:32+00:00,2017-11-09 22:26:32+00:00,1,"<Function transfer(address,uint256)>"
64269,64270,14736980475776246911,14736980475776246911,14736980475776246911,14736980475776246911,2020-11-29 05:02:19+00:00,2020-11-29 05:02:19+00:00,1,"<Function transfer(address,uint256)>"
163,64271,19000000000000000000,19000000000000000000,19000000000000000000,19000000000000000000,2020-01-08 14:17:24+00:00,2020-01-08 14:17:24+00:00,1,"<Function transfer(address,uint256)>"
64272,64273,55407639030000000000,55407639030000000000,55407639030000000000,55407639030000000000,2018-04-26 08:10:59+00:00,2018-04-26 08:10:59+00:00,1,"<Function transfer(address,uint256)>"
64274,64275,450858769100000000000,450858769100000000000,450858769100000000000,450858769100000000000,2017-10-03 05:11:24+00:00,2017-10-03 05:11:24+00:00,1,"<Function transfer(address,uint256)>"
64276,40400,15057900000000000000,15057900000000000000,15057900000000000000,15057900000000000000,2017-09-07 19:08:16+00:00,2017-09-07 19:08:16+00:00,1,"<Function transfer(address,uint256)>"
14184,33317,294100000000000000000,1266400000000000000000,6.995428571428571e+20,4.8968e+21,2019-12-26 16:48:15+00:00,2020-08-25 08:06:35+00:00,7,"<Function transfer(address,uint256)>"
64277,64278,179199000000000000000,179199000000000000000,179199000000000000000,179199000000000000000,2017-11-19 01:27:55+00:00,2017-11-19 01:27:55+00:00,1,"<Function transfer(address,uint256)>"
64279,64280,8284388640000000000,345998635620000000000,6.4393939211111105e+19,5.795454529e+20,2017-10-25 05:21:21+00:00,2018-01-27 23:00:12+00:00,9,"<Function transferFrom(address,address,uint256)>"
883,64281,47500000000000000000,47500000000000000000,47500000000000000000,47500000000000000000,2020-05-04 17:56:44+00:00,2020-05-04 17:56:44+00:00,1,"<Function transfer(address,uint256)>"
7226,7227,1000000000000000000000,1000000000000000000000,1000000000000000000000,1000000000000000000000,2017-10-28 13:19:12+00:00,2017-10-28 13:19:12+00:00,1,"<Function transfer(address,uint256)>"
64282,64283,1078750000000000000000,1078750000000000000000,1078750000000000000000,1078750000000000000000,2018-03-29 00:03:21+00:00,2018-03-29 00:03:21+00:00,1,"<Function transfer(address,uint256)>"
64284,64285,1000000000000000000,1000000000000000000,1000000000000000000,1000000000000000000,2018-02-04 09:55:52+00:00,2018-02-04 09:55:52+00:00,1,"<Function transfer(address,uint256)>"
64286,3488,2614162900000000000000,6697692000000000000000,4.6464138571428565e+21,3.2524896999999996e+22,2019-02-28 22:49:04+00:00,2020-03-19 13:36:07+00:00,7,"<Function transfer(address,uint256)>"
64287,307,1002227000000000000000,1002227000000000000000,1002227000000000000000,1002227000000000000000,2018-09-04 07:54:25+00:00,2018-09-04 07:54:25+00:00,1,"<Function transfer(address,uint256)>"
5987,64288,39398828400000000000,39398828400000000000,39398828400000000000,39398828400000000000,2019-02-22 13:50:21+00:00,2019-02-22 13:50:21+00:00,1,"<Function transfer(address,uint256)>"
26896,64289,2785147213794841485518,17347882682662044856006,8.044343298818962e+21,2.4133029896456887e+22,2021-03-25 02:27:46+00:00,2021-09-25 08:15:06+00:00,3,"<Function transfer(address,uint256)>"
26313,307,2528745345560000000000,11729413716120000000000,4.778218582957057e+21,8.122971591027e+22,2018-11-27 03:34:15+00:00,2021-01-12 10:57:50+00:00,17,"<Function transfer(address,uint256)>"
64290,64291,1090900000000000000000,1090900000000000000000,1090900000000000000000,1090900000000000000000,2020-06-16 11:28:13+00:00,2020-06-16 11:28:13+00:00,1,"<Function transfer(address,uint256)>"
64292,64293,509000000000000000000,509000000000000000000,509000000000000000000,509000000000000000000,2017-10-27 19:42:53+00:00,2017-10-27 19:42:53+00:00,1,"<Function transfer(address,uint256)>"
64294,64295,49999000000000000000000,49999000000000000000000,49999000000000000000000,49999000000000000000000,2018-11-16 08:56:46+00:00,2018-11-16 08:56:46+00:00,1,"<Function transfer(address,uint256)>"
64296,425,55736999999999999999,55736999999999999999,5.5737e+19,2.78685e+20,2018-04-18 21:26:26+00:00,2018-05-25 12:34:32+00:00,5,"<Function transfer(address,uint256)>"
64297,64298,22309712602072512512,22309712602072512512,22309712602072512512,22309712602072512512,2017-12-31 19:39:13+00:00,2017-12-31 19:39:13+00:00,1,"<Function transfer(address,uint256)>"
