contratto,media,varianza
1,1.3478440556550488,12.221628953567683
2,1.761946746605537,12.83548683677233
3,1.30571701861526,24.948840749643388
4,1.421792618629174,74.93187294903957
5,1.5667920566879538,109.69857867582841
6,1.37430426716141,177.0502990907155
7,1.5588829689509462,187.67512687339482
8,1.8849291541434092,5052.542205480755
9,1.7691602493582692,229.45161323075865
10,1.5738518004166253,182.33326064827278
