contratto 1
id_node,value
2825,0.3065329436828759
500,0.30459561924827877
103053,0.30359871908149233
3537,0.3033540130040374
14813,0.30314356091780115
48722,0.30213071982807715
97011,0.30202258153271133
127318,0.29901305225956265
119806,0.2986486532528544
137304,0.29827846414521597
34590,0.29781267332108985
75820,0.2977905169486488
113695,0.29763648359755257
15962,0.2974656866137846
23258,0.29713586296305466
816393,0.29713404527916804
1255,0.2970839087293318
31174,0.2970745583133967
292555,0.29690741471942167
53098,0.2966919737315735
contratto 2
id_node,value
33447762,0.29447613545732076
33408131,0.2797237572124592
33383356,0.27916571926496503
33419859,0.27883623325490703
33381938,0.2786982586560331
33403063,0.27670678885498473
33375641,0.2767056209688749
270,0.2766074370127429
33449941,0.2763088774631543
33462050,0.27613407503119847
33374765,0.27599759908926824
33556387,0.2759867937290105
33551874,0.27579070155222096
33523807,0.2753705486552413
33557450,0.2752320530428544
33386730,0.2751351427884068
33460243,0.27496897189864833
33401756,0.27436587008713176
2110,0.27409389839384024
33374921,0.27349496724767386
contratto 3
id_node,value
219523,0.1476484660480828
23258,0.1428995176063282
935010,0.14289651135930512
1835659,0.14283859171132543
34073779,0.1428234476616737
302012,0.142092775255455
38249,0.14197510468673114
165384,0.1416209928454917
41477,0.14140504366427545
81790,0.1413060824698963
99104,0.14130566843745998
7233242,0.14056780467063185
594214,0.14010744157889773
2616853,0.1393641227465001
29043037,0.13913721112727012
33911025,0.13898421721037554
34072818,0.13876860158381973
2142,0.13866149296524333
277212,0.1385033174660778
34109022,0.13843344429392687
contratto 4
id_node,value
9422,0.11256250737175601
37197314,0.09694394563073831
23363010,0.09694264164798733
12518804,0.09694264164798733
12232917,0.09694264164798733
271030,0.09433136640815147
8589636,0.0938168640549689
2897782,0.0938156428389963
37145038,0.0938156428389963
6027249,0.0938156428389963
37144865,0.09381442165481647
37149826,0.09381442165481647
37150895,0.09381442165481647
10636813,0.09381442165481647
37179729,0.09381442165481647
6370868,0.09181027155239513
7954518,0.09179857754056837
7391422,0.09179506991789685
26900126,0.09178922447574513
5014505,0.09178922447574513
contratto 5
id_node,value
935010,0.2267224621117388
37249568,0.22441877284221193
11687303,0.2234611758014611
37445745,0.21561570931279614
511,0.215504615940996
37257573,0.2111888673679614
895879,0.21094215539471114
1018373,0.21059857892474365
968580,0.20982266489313414
422628,0.20811553821189946
117449,0.20710566997504465
7200782,0.20699482083338977
207054,0.20632655815159978
5929656,0.20573814651590558
37470993,0.2054537056732754
37420961,0.20542687246457653
37419075,0.20530241080432657
42352,0.2050765261194816
37248406,0.20471078333271597
37427878,0.2044680690856683
contratto 6
id_node,value
10222021,0.15198247386009536
1670,0.1479933926269582
17868573,0.1384490605015927
779,0.13810772120064074
4297349,0.13671603922207584
935010,0.13621215537082518
607,0.13512146203255812
38804858,0.13508600786401598
968580,0.13430457674348037
1018373,0.1338746072262276
34293941,0.13374367377807936
895879,0.13353359717764354
5823069,0.13332804214060717
38722042,0.13310716718235927
35783232,0.13298823872125967
38708769,0.13285617539593136
70666,0.13279593112805332
11339254,0.13269578849417282
35682427,0.13257997110975636
6241207,0.13231407345323704
contratto 7
id_node,value
607,0.19485043614604577
37508363,0.186505211836508
935010,0.1833357014764939
968580,0.1829525910097063
40363551,0.18045351256688685
895879,0.18035210357492468
1018373,0.17996299840578706
511,0.17750684319847795
1835659,0.17499892456266863
41477,0.17475908775744192
38249,0.1739613830491533
40391855,0.17384737430531336
40377469,0.1738230428574302
167809,0.17294378954625758
19249926,0.17260584479812452
33822452,0.1723676759699045
34135479,0.17226144547557354
40368226,0.17224515379423502
14268022,0.17214930830837127
40365714,0.17211510362276594
contratto 8
id_node,value
41344523,0.35000241817009997
41336861,0.32374415430870646
1529370,0.2907162990929282
41337116,0.28768784263782665
8896948,0.28698688433563474
41351000,0.2869830633460686
41372431,0.2869830633460686
41336420,0.286971600987825
41336994,0.2867196605583692
41348195,0.28671203290541936
4729490,0.2865709944931467
8136064,0.28656718456993124
41349436,0.2864567408473078
41343108,0.28630074145332557
21805010,0.28629313607295254
41338578,0.2862817287599815
41353614,0.2862741243896794
41337350,0.28626652042334944
41335675,0.2862437109478702
41351396,0.2862437109478702
32327293,0.2862437109478702
41354163,0.2862437109478702
41354654,0.2862437109478702
41355073,0.2862437109478702
41365610,0.2862437109478702
41367874,0.2862437109478702
41368337,0.2862437109478702
41371085,0.2862437109478702
contratto 9
id_node,value
41406362,0.23745723314518777
40545265,0.23018817705790315
147,0.22962550971260265
41409999,0.22479486504166254
41422542,0.2233632691122543
41407949,0.22318926603553738
935010,0.2171899970864441
41462630,0.21686268536837108
41453370,0.21564105792843252
39253798,0.21467299372094348
28471020,0.21379571198170286
41415830,0.21326190605150208
41424532,0.21270064416476972
41441266,0.21180753405293165
41697539,0.21061497668592788
41505921,0.21053465764252147
41455413,0.21039657620695004
1018373,0.21033750168034618
1866604,0.2102235743477845
41425467,0.21017016466505398
contratto 10
id_node,value
4613997,0.21382617206912977
944424,0.21201786086145516
23258,0.21032540420893595
302012,0.2082303069820251
38249,0.2071829447608922
42489515,0.20638251303015273
39576173,0.20624290245925458
33911025,0.2055298875551281
42493087,0.2047450333113714
81790,0.20457290078781817
816393,0.20443057362541675
2142,0.20350835578280443
306045,0.2032339801105241
834,0.20262645532141582
1814643,0.20221015085521232
611183,0.20203664384462033
132354,0.20057146601964065
932213,0.19874953303822415
9536160,0.19842802695146944
7893131,0.19829197174584295
